# Sampling rate: 500 Hz

ecg1,ecg2,ecg3,ecg4,ecg5,tstamp
-0.011212,8.773e-05,0.0024247,0.0040301,0.0036573,2021-04-07 16:25:07.121000
-0.010967,5.3329e-05,0.0025588,0.0039482,0.0035375,2021-04-07 16:25:07.123000
-0.010732,4.5537e-05,0.002658,0.0038648,0.0034109,2021-04-07 16:25:07.125000
-0.010556,2.9629e-05,0.0027618,0.0038093,0.0033418,2021-04-07 16:25:07.127000
-0.010589,2.0143e-05,0.0028919,0.0038404,0.0033546,2021-04-07 16:25:07.129000
-0.010822,3.2116e-05,0.0030291,0.0039095,0.0034354,2021-04-07 16:25:07.131000
-0.011142,2.0962e-05,0.0031788,0.0040131,0.0035335,2021-04-07 16:25:07.133000
-0.011493,-8.8319e-08,0.0033425,0.0041347,0.0036308,2021-04-07 16:25:07.135000
-0.011696,1.4826e-05,0.0034491,0.004197,0.00369,2021-04-07 16:25:07.137000
-0.011688,1.1751e-05,0.003476,0.0041838,0.0036749,2021-04-07 16:25:07.139000
-0.011541,-4.3317e-06,0.003499,0.0041417,0.0036176,2021-04-07 16:25:07.141000
-0.011261,3.0312e-06,0.0035011,0.0040622,0.003521,2021-04-07 16:25:07.143000
-0.010961,-7.4416e-06,0.0034759,0.0039615,0.0034086,2021-04-07 16:25:07.145000
-0.010822,-9.8384e-06,0.003487,0.0039196,0.0033594,2021-04-07 16:25:07.147000
-0.01089,-1.2606e-05,0.0035279,0.0039375,0.0033849,2021-04-07 16:25:07.149000
-0.011092,-4.2517e-05,0.0035945,0.0040243,0.003464,2021-04-07 16:25:07.151000
-0.011412,-4.7971e-05,0.0036757,0.004167,0.0035885,2021-04-07 16:25:07.153000
-0.011784,-4.9707e-05,0.0037386,0.0042708,0.0037145,2021-04-07 16:25:07.155000
-0.012004,-6.0242e-05,0.0037799,0.0043261,0.0037865,2021-04-07 16:25:07.157000
-0.012032,-5.6839e-05,0.003804,0.0043576,0.0037915,2021-04-07 16:25:07.159000
-0.011905,-6.4647e-05,0.0038354,0.0043294,0.0037439,2021-04-07 16:25:07.161000
-0.011633,-8.0016e-05,0.003864,0.004244,0.0036549,2021-04-07 16:25:07.163000
-0.011398,-8.7122e-05,0.0039044,0.0041747,0.0035595,2021-04-07 16:25:07.165000
-0.011329,-9.3844e-05,0.0040044,0.0041564,0.0035159,2021-04-07 16:25:07.167000
-0.011421,-0.00011469,0.0041234,0.0042019,0.0035625,2021-04-07 16:25:07.169000
-0.011722,-0.00013423,0.0042664,0.004329,0.0036727,2021-04-07 16:25:07.171000
-0.012175,-0.0001303,0.0044558,0.0044805,0.0037977,2021-04-07 16:25:07.173000
-0.012606,-0.0001298,0.0046316,0.004623,0.0039378,2021-04-07 16:25:07.175000
-0.012921,-0.00013136,0.0047832,0.0047425,0.0040551,2021-04-07 16:25:07.177000
-0.013056,-0.00012902,0.0049199,0.0047836,0.0040938,2021-04-07 16:25:07.179000
-0.01297,-0.00015136,0.0050293,0.0047629,0.0040687,2021-04-07 16:25:07.181000
-0.012768,-0.00017006,0.0051301,0.0047149,0.0039991,2021-04-07 16:25:07.183000
-0.012567,-0.00017419,0.0052332,0.0046604,0.0039149,2021-04-07 16:25:07.185000
-0.012473,-0.00018984,0.0053661,0.0046539,0.003886,2021-04-07 16:25:07.187000
-0.012645,-0.00019173,0.0055616,0.0047226,0.0039573,2021-04-07 16:25:07.189000
-0.013052,-0.00019939,0.0057797,0.0048581,0.0040916,2021-04-07 16:25:07.191000
-0.013561,-0.00023219,0.0060066,0.0050395,0.0042499,2021-04-07 16:25:07.193000
-0.014082,-0.00024796,0.0062396,0.0052213,0.0044104,2021-04-07 16:25:07.195000
-0.014427,-0.0002601,0.0064209,0.0053392,0.0045065,2021-04-07 16:25:07.197000
-0.01452,-0.00027019,0.0065466,0.0053729,0.0045396,2021-04-07 16:25:07.199000
-0.014451,-0.00027196,0.0066503,0.0053601,0.0045303,2021-04-07 16:25:07.201000
-0.014254,-0.00028636,0.0067402,0.0053049,0.0044622,2021-04-07 16:25:07.203000
-0.014005,-0.00028995,0.0068337,0.005232,0.0044011,2021-04-07 16:25:07.205000
-0.013984,-0.00029562,0.0069845,0.0052341,0.0044004,2021-04-07 16:25:07.207000
-0.014248,-0.00031128,0.0071755,0.0053112,0.0044638,2021-04-07 16:25:07.209000
-0.014604,-0.00031244,0.0073647,0.0054462,0.0045981,2021-04-07 16:25:07.211000
-0.015145,-0.00032121,0.0075792,0.0056634,0.0047886,2021-04-07 16:25:07.213000
-0.015795,-0.00033653,0.0077658,0.0058542,0.0049833,2021-04-07 16:25:07.215000
-0.016222,-0.00034494,0.0079083,0.0059747,0.0051099,2021-04-07 16:25:07.217000
-0.016443,-0.00035594,0.008043,0.0060784,0.0051674,2021-04-07 16:25:07.219000
-0.016495,-0.00037402,0.0081322,0.006098,0.0051661,2021-04-07 16:25:07.221000
-0.016353,-0.00039411,0.0081953,0.0060478,0.0051161,2021-04-07 16:25:07.223000
-0.016228,-0.00040059,0.0082763,0.0060222,0.0050958,2021-04-07 16:25:07.225000
-0.016311,-0.00040598,0.0083914,0.0060399,0.0051247,2021-04-07 16:25:07.227000
-0.016601,-0.00040781,0.0085303,0.0061614,0.0052273,2021-04-07 16:25:07.229000
-0.017101,-0.00038099,0.0086952,0.0063637,0.005417,2021-04-07 16:25:07.231000
-0.017793,-0.00037134,0.0089108,0.0065527,0.0056067,2021-04-07 16:25:07.233000
-0.018478,-0.00039421,0.0091152,0.0067696,0.0057884,2021-04-07 16:25:07.235000
-0.018952,-0.00038953,0.0092752,0.0069657,0.0059548,2021-04-07 16:25:07.237000
-0.019183,-0.0003719,0.009409,0.0070304,0.0060441,2021-04-07 16:25:07.239000
-0.01919,-0.00036825,0.0095049,0.0070285,0.0060566,2021-04-07 16:25:07.241000
-0.019062,-0.00036038,0.0095946,0.0070043,0.0060124,2021-04-07 16:25:07.243000
-0.018937,-0.00037079,0.0096935,0.00696,0.0059707,2021-04-07 16:25:07.245000
-0.018976,-0.00039311,0.0098064,0.0069747,0.0059962,2021-04-07 16:25:07.247000
-0.019331,-0.00040279,0.0099844,0.0070954,0.0060963,2021-04-07 16:25:07.249000
-0.019913,-0.00041849,0.010225,0.007296,0.006258,2021-04-07 16:25:07.251000
-0.020618,-0.00042695,0.010478,0.007539,0.0064815,2021-04-07 16:25:07.253000
-0.02137,-0.00042464,0.010707,0.0077851,0.0067305,2021-04-07 16:25:07.255000
-0.021871,-0.00042934,0.010911,0.0079588,0.0068977,2021-04-07 16:25:07.257000
-0.022047,-0.00042438,0.011089,0.008023,0.0069652,2021-04-07 16:25:07.259000
-0.022048,-0.00040965,0.011223,0.0080219,0.0069734,2021-04-07 16:25:07.261000
-0.021884,-0.00039484,0.011343,0.0079686,0.0069077,2021-04-07 16:25:07.263000
-0.021664,-0.00039135,0.01147,0.0078985,0.0068437,2021-04-07 16:25:07.265000
-0.021701,-0.00039888,0.01165,0.0079204,0.006863,2021-04-07 16:25:07.267000
-0.022068,-0.00038341,0.011903,0.0080375,0.0069513,2021-04-07 16:25:07.269000
-0.02253,-0.00036253,0.012185,0.008207,0.0071381,2021-04-07 16:25:07.271000
-0.023155,-0.00035825,0.012485,0.0084405,0.0073927,2021-04-07 16:25:07.273000
-0.023871,-0.00034506,0.01273,0.0086632,0.0075977,2021-04-07 16:25:07.275000
-0.024263,-0.00034214,0.012913,0.0087898,0.0077188,2021-04-07 16:25:07.277000
-0.024367,-0.00035248,0.013083,0.0088241,0.0077446,2021-04-07 16:25:07.279000
-0.024249,-0.00034537,0.013185,0.0087709,0.007674,2021-04-07 16:25:07.281000
-0.023885,-0.00033995,0.01325,0.0086583,0.00755,2021-04-07 16:25:07.283000
-0.023562,-0.00033513,0.013322,0.0085544,0.0074204,2021-04-07 16:25:07.285000
-0.02343,-0.00032006,0.013408,0.0085089,0.0073595,2021-04-07 16:25:07.287000
-0.023546,-0.00031548,0.013555,0.0085613,0.0074118,2021-04-07 16:25:07.289000
-0.023927,-0.00030901,0.013728,0.0086934,0.0075363,2021-04-07 16:25:07.291000
-0.02436,-0.00028994,0.013874,0.0088275,0.0076779,2021-04-07 16:25:07.293000
-0.024733,-0.00027856,0.014009,0.00896,0.0078245,2021-04-07 16:25:07.295000
-0.024958,-0.00028437,0.014103,0.0090422,0.007899,2021-04-07 16:25:07.297000
-0.024775,-0.00028455,0.014104,0.0089712,0.0078056,2021-04-07 16:25:07.299000
-0.024265,-0.00026684,0.014051,0.0088078,0.0076276,2021-04-07 16:25:07.301000
-0.023704,-0.00025872,0.013969,0.0085949,0.0074172,2021-04-07 16:25:07.303000
-0.023072,-0.0002556,0.013878,0.0083502,0.0071643,2021-04-07 16:25:07.305000
-0.022509,-0.0002428,0.013828,0.0081903,0.0070058,2021-04-07 16:25:07.307000
-0.022254,-0.0002364,0.013821,0.0081266,0.0069644,2021-04-07 16:25:07.309000
-0.022222,-0.0002406,0.013832,0.0080978,0.0069225,2021-04-07 16:25:07.311000
-0.02224,-0.00024291,0.013848,0.0080928,0.006909,2021-04-07 16:25:07.313000
-0.022227,-0.00023056,0.013864,0.0081007,0.006907,2021-04-07 16:25:07.315000
-0.022029,-0.00021498,0.013808,0.0079981,0.0067937,2021-04-07 16:25:07.317000
-0.021431,-0.00020377,0.013657,0.0077443,0.0065905,2021-04-07 16:25:07.319000
-0.020524,-0.0001984,0.013504,0.0074827,0.0062811,2021-04-07 16:25:07.321000
-0.019448,-0.00021102,0.013315,0.0071597,0.0058763,2021-04-07 16:25:07.323000
-0.018308,-0.000222,0.013094,0.0067515,0.0055395,2021-04-07 16:25:07.325000
-0.01738,-0.00022061,0.012931,0.0064391,0.0052575,2021-04-07 16:25:07.327000
-0.016739,-0.00021903,0.012806,0.0062115,0.0050059,2021-04-07 16:25:07.329000
-0.016305,-0.00021021,0.012701,0.0060271,0.0048426,2021-04-07 16:25:07.331000
-0.015974,-0.00018717,0.012618,0.0059167,0.0047455,2021-04-07 16:25:07.333000
-0.015568,-0.00016111,0.012536,0.0057677,0.0046119,2021-04-07 16:25:07.335000
-0.014866,-0.00014441,0.012391,0.0055191,0.0043508,2021-04-07 16:25:07.337000
-0.013872,-0.00012344,0.012149,0.0052182,0.0040425,2021-04-07 16:25:07.339000
-0.012633,-9.9483e-05,0.011874,0.0048255,0.0036581,2021-04-07 16:25:07.341000
-0.011133,-7.9101e-05,0.01158,0.0043348,0.0031503,2021-04-07 16:25:07.343000
-0.0097867,-4.2495e-05,0.011274,0.0038423,0.0026632,2021-04-07 16:25:07.345000
-0.0086811,-1.6088e-05,0.011042,0.00344,0.0022523,2021-04-07 16:25:07.347000
-0.0075794,-2.1988e-06,0.010872,0.0031133,0.0019193,2021-04-07 16:25:07.349000
-0.0067525,2.7873e-05,0.010716,0.0028344,0.0016582,2021-04-07 16:25:07.351000
-0.0061401,3.6713e-05,0.010599,0.0026384,0.0014535,2021-04-07 16:25:07.353000
-0.0053718,4.2328e-05,0.010463,0.0024242,0.001236,2021-04-07 16:25:07.355000
-0.0044992,6.9265e-05,0.010259,0.002101,0.00088547,2021-04-07 16:25:07.357000
-0.0032671,7.818e-05,0.010006,0.0016683,0.00043509,2021-04-07 16:25:07.359000
-0.0016427,9.4337e-05,0.0097308,0.001167,-5.3435e-05,2021-04-07 16:25:07.361000
-0.00020781,0.00011206,0.0094578,0.00063461,-0.0005993,2021-04-07 16:25:07.363000
0.0013385,0.00010544,0.009182,3.654e-05,-0.0011616,2021-04-07 16:25:07.365000
0.0030199,0.00011628,0.0089864,-0.00044747,-0.0016749,2021-04-07 16:25:07.367000
0.0043557,0.00013335,0.0088599,-0.00082812,-0.0021548,2021-04-07 16:25:07.369000
0.005818,0.00014947,0.0086896,-0.0013557,-0.0026304,2021-04-07 16:25:07.371000
0.007204,0.00018111,0.0085609,-0.0018105,-0.003023,2021-04-07 16:25:07.373000
0.0079198,0.00020233,0.0085391,-0.0020338,-0.0032425,2021-04-07 16:25:07.375000
0.0083808,0.00022501,0.0085392,-0.0022419,-0.0034052,2021-04-07 16:25:07.377000
0.0090129,0.00023909,0.0085105,-0.002481,-0.0036282,2021-04-07 16:25:07.379000
0.009812,0.00022119,0.0084766,-0.0027448,-0.0038898,2021-04-07 16:25:07.381000
0.010667,0.00021785,0.0084351,-0.0030482,-0.0042004,2021-04-07 16:25:07.383000
0.011507,0.000225,0.0083806,-0.0032898,-0.0044818,2021-04-07 16:25:07.385000
0.012185,0.00021939,0.0083763,-0.0034743,-0.0046732,2021-04-07 16:25:07.387000
0.012622,0.0002268,0.008419,-0.0036224,-0.0048204,2021-04-07 16:25:07.389000
0.012847,0.00023362,0.0084842,-0.0036713,-0.0048842,2021-04-07 16:25:07.391000
0.012848,0.00023874,0.0085591,-0.0036687,-0.0048658,2021-04-07 16:25:07.393000
0.012831,0.00025431,0.0085922,-0.0036951,-0.0048705,2021-04-07 16:25:07.395000
0.013025,0.00023808,0.0085941,-0.0037633,-0.00494,2021-04-07 16:25:07.397000
0.013414,0.00021226,0.0085525,-0.0038693,-0.0050348,2021-04-07 16:25:07.399000
0.013924,0.00022882,0.0084541,-0.0040391,-0.0051769,2021-04-07 16:25:07.401000
0.014498,0.00024481,0.0083375,-0.004239,-0.0053718,2021-04-07 16:25:07.403000
0.015024,0.00025227,0.0082057,-0.0043905,-0.0055318,2021-04-07 16:25:07.405000
0.015343,0.00027485,0.008087,-0.0045011,-0.00562,2021-04-07 16:25:07.407000
0.01542,0.00027836,0.0079805,-0.0045312,-0.0056339,2021-04-07 16:25:07.409000
0.015328,0.00027846,0.0078771,-0.0044806,-0.0055979,2021-04-07 16:25:07.411000
0.015136,0.0002985,0.0077847,-0.004443,-0.0055453,2021-04-07 16:25:07.413000
0.014979,0.00030078,0.0076442,-0.0044024,-0.0054938,2021-04-07 16:25:07.415000
0.014961,0.00029232,0.0074165,-0.0043892,-0.0055131,2021-04-07 16:25:07.417000
0.015223,0.00028877,0.007108,-0.0044913,-0.0056533,2021-04-07 16:25:07.419000
0.015741,0.00028147,0.0067474,-0.0046571,-0.0058555,2021-04-07 16:25:07.421000
0.016243,0.00030041,0.0063305,-0.004857,-0.0060368,2021-04-07 16:25:07.423000
0.016794,0.00032574,0.0058819,-0.0050874,-0.0062273,2021-04-07 16:25:07.425000
0.017327,0.00032935,0.0054065,-0.005245,-0.0063927,2021-04-07 16:25:07.427000
0.017544,0.00035031,0.004885,-0.0053211,-0.0064265,2021-04-07 16:25:07.429000
0.017566,0.00038334,0.0044051,-0.0053702,-0.0064018,2021-04-07 16:25:07.431000
0.017442,0.00043372,0.0038957,-0.005342,-0.0062976,2021-04-07 16:25:07.433000
0.017191,0.00049512,0.0032463,-0.0052757,-0.0060738,2021-04-07 16:25:07.435000
0.017057,0.00051256,0.0023886,-0.0052834,-0.0059469,2021-04-07 16:25:07.437000
0.017108,0.00051496,0.0013508,-0.0053403,-0.0059588,2021-04-07 16:25:07.439000
0.017271,0.00052262,0.00029916,-0.0054382,-0.0060189,2021-04-07 16:25:07.441000
0.017526,0.00052447,-0.00096996,-0.0056073,-0.0061377,2021-04-07 16:25:07.443000
0.017828,0.00053431,-0.0023973,-0.0057595,-0.0062222,2021-04-07 16:25:07.445000
0.017954,0.00054455,-0.0034758,-0.0058448,-0.0062153,2021-04-07 16:25:07.447000
0.017823,0.0005621,-0.0041441,-0.0058921,-0.0061559,2021-04-07 16:25:07.449000
0.01762,0.00057403,-0.0045172,-0.0058927,-0.0060345,2021-04-07 16:25:07.451000
0.017313,0.00056889,-0.0047262,-0.0058667,-0.0058749,2021-04-07 16:25:07.453000
0.016954,0.00056886,-0.0050621,-0.0058722,-0.0057461,2021-04-07 16:25:07.455000
0.016842,0.00056388,-0.0055332,-0.0059213,-0.0056912,2021-04-07 16:25:07.457000
0.016993,0.00055645,-0.005845,-0.0060211,-0.0057205,2021-04-07 16:25:07.459000
0.017273,0.00054479,-0.0059899,-0.0061961,-0.0058013,2021-04-07 16:25:07.461000
0.017628,0.000513,-0.0062356,-0.0063901,-0.0058956,2021-04-07 16:25:07.463000
0.017996,0.00049144,-0.0064926,-0.0065709,-0.0060014,2021-04-07 16:25:07.465000
0.018244,0.00047514,-0.0066631,-0.0067389,-0.0060715,2021-04-07 16:25:07.467000
0.018255,0.00045198,-0.0070132,-0.0067988,-0.006054,2021-04-07 16:25:07.469000
0.018063,0.0004474,-0.0073905,-0.0067506,-0.0059773,2021-04-07 16:25:07.471000
0.01774,0.0004321,-0.0074536,-0.0066752,-0.0058465,2021-04-07 16:25:07.473000
0.017374,0.00040597,-0.007385,-0.0065829,-0.0056952,2021-04-07 16:25:07.475000
0.017114,0.0004052,-0.0073818,-0.006508,-0.0056023,2021-04-07 16:25:07.477000
0.017035,0.00040621,-0.0073991,-0.0064965,-0.0055599,2021-04-07 16:25:07.479000
0.017104,0.00039367,-0.0073788,-0.0065203,-0.0055372,2021-04-07 16:25:07.481000
0.017209,0.00038046,-0.0073444,-0.0065459,-0.0055404,2021-04-07 16:25:07.483000
0.017318,0.00038059,-0.0073311,-0.0065839,-0.0055613,2021-04-07 16:25:07.485000
0.017316,0.00037805,-0.0072851,-0.0065485,-0.0055292,2021-04-07 16:25:07.487000
0.017012,0.00035061,-0.0072195,-0.0064057,-0.0054117,2021-04-07 16:25:07.489000
0.016512,0.0003146,-0.0071087,-0.0062455,-0.0052589,2021-04-07 16:25:07.491000
0.015873,0.00029589,-0.0069573,-0.0060149,-0.0050429,2021-04-07 16:25:07.493000
0.015118,0.00031522,-0.0068374,-0.005723,-0.0047655,2021-04-07 16:25:07.495000
0.014488,0.00033443,-0.006641,-0.0054844,-0.0045366,2021-04-07 16:25:07.497000
0.014077,0.00034072,-0.0064916,-0.005314,-0.0043735,2021-04-07 16:25:07.499000
0.013815,0.00036083,-0.0064488,-0.0052108,-0.0042356,2021-04-07 16:25:07.501000
0.013675,0.00035619,-0.0062546,-0.0051521,-0.0041481,2021-04-07 16:25:07.503000
0.013569,0.00034518,-0.0061064,-0.0051254,-0.0041015,2021-04-07 16:25:07.505000
0.01329,0.00034585,-0.0060628,-0.0050518,-0.004024,2021-04-07 16:25:07.507000
0.012842,0.00033654,-0.0058736,-0.004838,-0.0038935,2021-04-07 16:25:07.509000
0.012276,0.00035287,-0.0056933,-0.0045554,-0.0037031,2021-04-07 16:25:07.511000
0.011549,0.00037876,-0.0055918,-0.0042632,-0.0034643,2021-04-07 16:25:07.513000
0.010912,0.00039094,-0.00552,-0.0040139,-0.0032349,2021-04-07 16:25:07.515000
0.010431,0.00040852,-0.0054467,-0.0038303,-0.0030351,2021-04-07 16:25:07.517000
0.010023,0.00043044,-0.0053823,-0.0036773,-0.0029026,2021-04-07 16:25:07.519000
0.0098245,0.00045269,-0.0053771,-0.0036324,-0.0028655,2021-04-07 16:25:07.521000
0.0097807,0.00046815,-0.0052304,-0.0036556,-0.0028558,2021-04-07 16:25:07.523000
0.009712,0.00048998,-0.005164,-0.0036551,-0.0028454,2021-04-07 16:25:07.525000
0.0095122,0.00051046,-0.0053161,-0.003628,-0.0028128,2021-04-07 16:25:07.527000
0.0091651,0.00050989,-0.0051915,-0.0034599,-0.0026807,2021-04-07 16:25:07.529000
0.0086335,0.00053276,-0.0049244,-0.0032239,-0.0024931,2021-04-07 16:25:07.531000
0.0079256,0.0005882,-0.0047967,-0.0030428,-0.0022611,2021-04-07 16:25:07.533000
0.0072172,0.00061901,-0.0046286,-0.0027784,-0.0019467,2021-04-07 16:25:07.535000
0.0066185,0.00063115,-0.0044744,-0.0025066,-0.0017019,2021-04-07 16:25:07.537000
0.0062144,0.00066132,-0.0043724,-0.0024059,-0.0015834,2021-04-07 16:25:07.539000
0.0060045,0.00067682,-0.0042721,-0.0023793,-0.0015067,2021-04-07 16:25:07.541000
0.0058942,0.00066983,-0.0041976,-0.002349,-0.0014717,2021-04-07 16:25:07.543000
0.0058295,0.00066439,-0.0041185,-0.0023594,-0.0014626,2021-04-07 16:25:07.545000
0.0056784,0.00064874,-0.0040597,-0.0023125,-0.0013986,2021-04-07 16:25:07.547000
0.0053462,0.00065215,-0.0040007,-0.0021384,-0.0012528,2021-04-07 16:25:07.549000
0.004891,0.00068036,-0.0039192,-0.0019829,-0.0011081,2021-04-07 16:25:07.551000
0.0043533,0.00069548,-0.0038787,-0.0018712,-0.00093958,2021-04-07 16:25:07.553000
0.0037757,0.00070928,-0.0038577,-0.0017574,-0.00071352,2021-04-07 16:25:07.555000
0.0033574,0.00069807,-0.0038453,-0.0016682,-0.00057253,2021-04-07 16:25:07.557000
0.0031712,0.00066461,-0.0038719,-0.0016279,-0.00052821,2021-04-07 16:25:07.559000
0.0031004,0.00067849,-0.0039226,-0.0017005,-0.00050273,2021-04-07 16:25:07.561000
0.0031778,0.00068819,-0.0039932,-0.0017845,-0.00051741,2021-04-07 16:25:07.563000
0.0033558,0.00066224,-0.0040838,-0.0017996,-0.0005599,2021-04-07 16:25:07.565000
0.0034176,0.00067331,-0.0041623,-0.001858,-0.00056423,2021-04-07 16:25:07.567000
0.0033282,0.00068517,-0.0042285,-0.0019158,-0.00051495,2021-04-07 16:25:07.569000
0.003109,0.00067757,-0.0043211,-0.0018988,-0.00043671,2021-04-07 16:25:07.571000
0.0027763,0.00069014,-0.0044036,-0.0018528,-0.00033181,2021-04-07 16:25:07.573000
0.0025004,0.00069417,-0.0044929,-0.0018173,-0.00023605,2021-04-07 16:25:07.575000
0.0023533,0.00069153,-0.0046211,-0.0018123,-0.00019145,2021-04-07 16:25:07.577000
0.0023372,0.00068459,-0.0047277,-0.0018445,-0.00022119,2021-04-07 16:25:07.579000
0.0025425,0.0006615,-0.0048521,-0.001953,-0.00032077,2021-04-07 16:25:07.581000
0.0028867,0.00064675,-0.0049957,-0.002135,-0.00041877,2021-04-07 16:25:07.583000
0.0032256,0.00063735,-0.0051338,-0.0023062,-0.00052854,2021-04-07 16:25:07.585000
0.0034952,0.00063588,-0.0052407,-0.0024297,-0.000641,2021-04-07 16:25:07.587000
0.0035945,0.0006432,-0.0053189,-0.0025123,-0.00065096,2021-04-07 16:25:07.589000
0.0035116,0.00063861,-0.0054484,-0.0025421,-0.00059985,2021-04-07 16:25:07.591000
0.003326,0.00063547,-0.0055062,-0.0025274,-0.00053473,2021-04-07 16:25:07.593000
0.0031029,0.00063792,-0.0056137,-0.0025002,-0.00045074,2021-04-07 16:25:07.595000
0.0029458,0.00063429,-0.0058816,-0.0024855,-0.00041284,2021-04-07 16:25:07.597000
0.0029653,0.00062412,-0.0060187,-0.0025435,-0.00041505,2021-04-07 16:25:07.599000
0.0031175,0.00059464,-0.0060959,-0.0026593,-0.00044741,2021-04-07 16:25:07.601000
0.003288,0.000564,-0.0061711,-0.0027433,-0.00053732,2021-04-07 16:25:07.603000
0.0034881,0.00054657,-0.0061369,-0.0028035,-0.00062921,2021-04-07 16:25:07.605000
0.0036455,0.00052555,-0.0060967,-0.0028019,-0.00066348,2021-04-07 16:25:07.607000
0.0035935,0.00052129,-0.0060201,-0.002727,-0.00063648,2021-04-07 16:25:07.609000
0.0033949,0.00052667,-0.0059121,-0.00268,-0.00058106,2021-04-07 16:25:07.611000
0.0031487,0.00051913,-0.0058367,-0.0026046,-0.00050289,2021-04-07 16:25:07.613000
0.00285,0.00050651,-0.0057324,-0.0024784,-0.00039987,2021-04-07 16:25:07.615000
0.0026854,0.00048823,-0.0056067,-0.0024185,-0.00034019,2021-04-07 16:25:07.617000
0.0027643,0.00048355,-0.0055061,-0.0024139,-0.00035725,2021-04-07 16:25:07.619000
0.0029264,0.00047522,-0.0053823,-0.0024398,-0.00044085,2021-04-07 16:25:07.621000
0.0032025,0.00044563,-0.0052441,-0.0025149,-0.00056575,2021-04-07 16:25:07.623000
0.0035753,0.00042625,-0.0051382,-0.0025757,-0.00066316,2021-04-07 16:25:07.625000
0.0037952,0.00041628,-0.004967,-0.0025906,-0.00071893,2021-04-07 16:25:07.627000
0.0038417,0.00041877,-0.0047291,-0.0025846,-0.00074786,2021-04-07 16:25:07.629000
0.0037229,0.00041563,-0.0044885,-0.0025126,-0.00072872,2021-04-07 16:25:07.631000
0.0034382,0.00039228,-0.0042332,-0.0023696,-0.00065622,2021-04-07 16:25:07.633000
0.0031941,0.00038338,-0.0039786,-0.0022512,-0.00056447,2021-04-07 16:25:07.635000
0.0030712,0.00037657,-0.0037275,-0.0021858,-0.00051061,2021-04-07 16:25:07.637000
0.0030659,0.00035957,-0.003529,-0.0021651,-0.00053372,2021-04-07 16:25:07.639000
0.0032405,0.00033477,-0.0033354,-0.0022079,-0.00061738,2021-04-07 16:25:07.641000
0.0035373,0.00029673,-0.0030927,-0.0022858,-0.00071244,2021-04-07 16:25:07.643000
0.0038156,0.00026649,-0.0028742,-0.0023691,-0.00081852,2021-04-07 16:25:07.645000
0.0039771,0.00023483,-0.0026621,-0.0024247,-0.00091394,2021-04-07 16:25:07.647000
0.0039824,0.00020202,-0.0024833,-0.0024027,-0.00091798,2021-04-07 16:25:07.649000
0.0038144,0.00019266,-0.0023396,-0.002325,-0.00086093,2021-04-07 16:25:07.651000
0.0035212,0.0001798,-0.0021856,-0.0022206,-0.0008021,2021-04-07 16:25:07.653000
0.0032246,0.00015443,-0.0020655,-0.0020987,-0.00072053,2021-04-07 16:25:07.655000
0.003019,0.00014215,-0.0019591,-0.0020215,-0.00066589,2021-04-07 16:25:07.657000
0.00301,0.00012731,-0.0019035,-0.0020101,-0.00068902,2021-04-07 16:25:07.659000
0.0031809,0.00010609,-0.0019479,-0.0020137,-0.00073479,2021-04-07 16:25:07.661000
0.0033781,9.3552e-05,-0.0020286,-0.0020366,-0.00080133,2021-04-07 16:25:07.663000
0.0036002,7.4667e-05,-0.0021233,-0.0020962,-0.00089751,2021-04-07 16:25:07.665000
0.0037767,6.474e-05,-0.0022164,-0.0021083,-0.00095246,2021-04-07 16:25:07.667000
0.0037198,6.5409e-05,-0.0022917,-0.0020499,-0.00095447,2021-04-07 16:25:07.669000
0.0034873,4.0157e-05,-0.0023533,-0.001979,-0.00089195,2021-04-07 16:25:07.671000
0.0031883,1.229e-05,-0.0023868,-0.0018563,-0.00076008,2021-04-07 16:25:07.673000
0.002847,4.7172e-06,-0.0024106,-0.0017116,-0.00065927,2021-04-07 16:25:07.675000
0.002622,1.2422e-05,-0.0024512,-0.0016179,-0.00060618,2021-04-07 16:25:07.677000
0.0026076,2.863e-05,-0.0024902,-0.0015555,-0.00057793,2021-04-07 16:25:07.679000
0.0026808,2.0407e-05,-0.0025102,-0.001556,-0.00063265,2021-04-07 16:25:07.681000
0.0028497,-5.9316e-06,-0.0025147,-0.0016068,-0.00073764,2021-04-07 16:25:07.683000
0.0030955,-2.0933e-05,-0.0024999,-0.0016331,-0.00081724,2021-04-07 16:25:07.685000
0.0031908,-2.575e-05,-0.002472,-0.0016329,-0.00086495,2021-04-07 16:25:07.687000
0.003117,-2.2868e-05,-0.0024362,-0.0015982,-0.00084368,2021-04-07 16:25:07.689000
0.0028738,-1.18e-05,-0.0023866,-0.0014939,-0.00073454,2021-04-07 16:25:07.691000
0.0024834,-1.4998e-08,-0.0023206,-0.0013353,-0.00059632,2021-04-07 16:25:07.693000
0.0021668,-1.8159e-06,-0.0022415,-0.0011877,-0.0004617,2021-04-07 16:25:07.695000
0.0019304,-7.3351e-07,-0.0021802,-0.0010835,-0.00035521,2021-04-07 16:25:07.697000
0.0018169,1.9052e-05,-0.0021241,-0.0010284,-0.0003158,2021-04-07 16:25:07.699000
0.0019091,2.4545e-05,-0.0020556,-0.0010318,-0.00034655,2021-04-07 16:25:07.701000
0.002054,1.9848e-05,-0.0020045,-0.0010579,-0.0004213,2021-04-07 16:25:07.703000
